date,price
2020-08-03,21626.158349940873
2020-08-04,21730.006649471303
2020-08-05,21831.729967586907
2020-08-06,21928.160467379996
2020-08-07,22040.44566141035
2020-08-08,22136.960599974816
2020-08-09,22236.22107414437
2020-08-10,22329.063269490936
2020-08-11,22444.026121717066
2020-08-12,22521.52443661592
2020-08-13,22611.80960539486
2020-08-14,22720.84630265954
2020-08-15,22801.87659553468
2020-08-16,22901.25597454858
2020-08-17,23009.036729530162
2020-08-18,23097.650822972206
2020-08-19,23207.29083032107
2020-08-20,23306.81331156865
2020-08-21,23419.78971817265
2020-08-22,23519.19282246094
2020-08-23,23618.986578137923
2020-08-24,23724.65368854825
2020-08-25,23814.256966280886
2020-08-26,23909.084072110352
2020-08-27,24010.345659055827
2020-08-28,24102.81285674747
2020-08-29,24194.520694427916
2020-08-30,24288.11730033523
2020-08-31,24380.42011209241
2020-09-01,24482.964990956734
2020-09-02,24579.965612361084
2020-09-03,24682.682501376043
2020-09-04,24808.850023003608
2020-09-05,24908.39009662469
2020-09-06,25016.90992571064
2020-09-07,25123.610300331977
2020-09-08,25219.00218409347
2020-09-09,25309.109438745796
2020-09-10,25399.144952941093
2020-09-11,25504.849855680714
2020-09-12,25597.26051153336
2020-09-13,25701.026412825406
2020-09-14,25802.179060562936
2020-09-15,25875.938379976582
2020-09-16,25978.874379046792
2020-09-17,26081.952371812564
2020-09-18,26193.6380332331
2020-09-19,26295.09892009314
2020-09-20,26387.957151556435
2020-09-21,26507.49696770195
2020-09-22,26606.06951603705
2020-09-23,26696.61597100564
2020-09-24,26788.886832122855
2020-09-25,26896.12729647889
2020-09-26,26982.607253061175
2020-09-27,27093.94955524301
2020-09-28,27184.673832773806
2020-09-29,27285.26612659025
2020-09-30,27394.92753101105
2020-10-01,27485.42482222303
2020-10-02,27598.381410080303
2020-10-03,27700.578707724428
2020-10-04,27804.826025212566
2020-10-05,27883.684554904743
2020-10-06,27995.198933025345
2020-10-07,28101.21419510828
2020-10-08,28198.23700005795
2020-10-09,28301.145974481944
2020-10-10,28396.601242014935
2020-10-11,28499.41522747682
2020-10-12,28611.10277272751
2020-10-13,28725.684183562353
2020-10-14,28827.285980637607
2020-10-15,28927.760138374044
2020-10-16,29038.24231837619
2020-10-17,29136.14501504875
2020-10-18,29235.422385511472
2020-10-19,29320.016793770592
2020-10-20,29427.09007145777
2020-10-21,29526.434370273593
2020-10-22,29635.275481782195
2020-10-23,29749.565519580556
2020-10-24,29849.15331750401
2020-10-25,29943.862400907205
2020-10-26,30064.721425581272
2020-10-27,30162.458970649448
2020-10-28,30259.700931724798
2020-10-29,30352.132446942865
2020-10-30,30457.71045065462
2020-10-31,30562.331701794898
2020-11-01,30651.885820560703
2020-11-02,30761.32719166818
2020-11-03,30878.29076464465
2020-11-04,30982.258962873708
2020-11-05,31080.75560742495
2020-11-06,31167.56924753719
2020-11-07,31276.16955158508
2020-11-08,31365.030386927603
2020-11-09,31482.378312878423
2020-11-10,31579.470491381813
2020-11-11,31682.549268787625
2020-11-12,31792.887886358272
2020-11-13,31882.68798353441
2020-11-14,31986.932979974958
2020-11-15,32075.00307848547
2020-11-16,32185.81155326262
2020-11-17,32282.35140930662
2020-11-18,32366.100888843866
2020-11-19,32469.129346534348
2020-11-20,32580.677052777894
2020-11-21,32679.618709642007
2020-11-22,32773.09850201958
2020-11-23,32880.39262095504
2020-11-24,32959.3521631942
2020-11-25,33044.32618728712
2020-11-26,33135.60104653411
2020-11-27,33236.730208296634
2020-11-28,33331.470713928946
2020-11-29,33422.368071059704
2020-11-30,33529.63545302279
2020-12-01,33630.2237721721
2020-12-02,33741.7099306074
2020-12-03,33844.93094267283
2020-12-04,33945.05131694222
2020-12-05,34040.047433272724
2020-12-06,34142.31591732063
2020-12-07,34233.332027532706
2020-12-08,34329.81041078444
2020-12-09,34455.8556358657
2020-12-10,34557.97201734692
2020-12-11,34657.121808287164
2020-12-12,34767.080205290295
2020-12-13,34859.7411893722
2020-12-14,34951.65969669902
2020-12-15,35046.51577392461
2020-12-16,35142.3337907996
2020-12-17,35234.08925393988
2020-12-18,35344.590814154
2020-12-19,35453.71651364001
2020-12-20,35563.189472190985
2020-12-21,35670.66892744053
2020-12-22,35755.23593148981
2020-12-23,35851.764456541234
2020-12-24,35938.0831610869
2020-12-25,36052.394133099544
2020-12-26,36171.95888484221
2020-12-27,36284.276856864344
2020-12-28,36395.04051343712
2020-12-29,36497.52599434997
2020-12-30,36606.30586663701
2020-12-31,36673.303468695005
2021-01-01,36765.48579515554
2021-01-02,36857.218916395665
2021-01-03,36952.46932702546
2021-01-04,37041.564420396375
2021-01-05,37145.623747311
2021-01-06,37257.87681268954
2021-01-07,37355.17218621572
2021-01-08,37460.66351569287
2021-01-09,37567.65585192338
2021-01-10,37658.09749446629
2021-01-11,37777.45716355045
2021-01-12,37869.12375053834
2021-01-13,37982.00068358719
2021-01-14,38084.53574994392
2021-01-15,38183.053187753416
2021-01-16,38274.74517456315
2021-01-17,38389.21652735557
2021-01-18,38488.57411226946
2021-01-19,38585.82913756702
2021-01-20,38680.291154123326
2021-01-21,38779.57702552072
2021-01-22,38879.034670976755
2021-01-23,38983.167427748296
2021-01-24,39097.5440803279
2021-01-25,39177.5995224348
2021-01-26,39291.04658789721
2021-01-27,39389.7975207785
2021-01-28,39487.67887532502
2021-01-29,39586.157413386405
2021-01-30,39684.48538428928
2021-01-31,39785.10360036878
2021-02-01,39882.39456106805
2021-02-02,39995.838975313585
2021-02-03,40105.64471410119
2021-02-04,40205.41801646251
2021-02-05,40313.25361685323
2021-02-06,40414.87599406816
2021-02-07,40526.35823462743
2021-02-08,40630.92100673566
2021-02-09,40720.659774127496
2021-02-10,40816.17603543128
2021-02-11,40919.16423427211
2021-02-12,41023.74901048562
2021-02-13,41115.45452196627
2021-02-14,41209.445742782744
2021-02-15,41306.89998058813
2021-02-16,41404.23970833568
2021-02-17,41486.5278522497
2021-02-18,41596.64114382589
2021-02-19,41701.49513384845
2021-02-20,41794.06237991842
2021-02-21,41900.13832463955
2021-02-22,41991.25234542619
2021-02-23,42091.84228650178
2021-02-24,42201.57278481343
2021-02-25,42282.60127315053
2021-02-26,42380.18226292476
2021-02-27,42479.33979129163
2021-02-28,42589.56996414825
2021-03-01,42702.30264789187
2021-03-02,42795.0410109162
2021-03-03,42891.930599192114
2021-03-04,43004.58445275
2021-03-05,43090.539714113256
2021-03-06,43181.19011270655
2021-03-07,43267.81027763003
2021-03-08,43360.390621961735
2021-03-09,43454.85110104474
2021-03-10,43550.691216793595
2021-03-11,43657.69627794181
2021-03-12,43758.43747085254
2021-03-13,43850.42084927428
2021-03-14,43960.53856807953
2021-03-15,44043.50497348657
2021-03-16,44132.64402222415
2021-03-17,44220.002365157925
2021-03-18,44304.22770849858
2021-03-19,44401.60556073212
2021-03-20,44497.05124154193
2021-03-21,44587.45962696648
2021-03-22,44694.35565054572
2021-03-23,44792.00879320426
2021-03-24,44883.546083736495
2021-03-25,44984.045916334966
2021-03-26,45084.353988076
2021-03-27,45192.271077650716
2021-03-28,45283.738285116786
2021-03-29,45406.255948092905
2021-03-30,45489.99979829926
2021-03-31,45591.010330371486
2021-04-01,45680.89168145306
2021-04-02,45774.32781935071
2021-04-03,45892.30728285555
2021-04-04,45996.91083777443
2021-04-05,46098.777401640684
2021-04-06,46211.41901195798
2021-04-07,46311.5950350545
2021-04-08,46401.761076873925
2021-04-09,46498.195389074644
2021-04-10,46580.97786660556
2021-04-11,46692.34324444399
2021-04-12,46802.86920068593
2021-04-13,46891.242105729696
2021-04-14,46984.85998000887
2021-04-15,47094.78407980185
2021-04-16,47176.1409768398
2021-04-17,47275.44946833586
2021-04-18,47384.39972247256
2021-04-19,47474.40655921349
2021-04-20,47587.1320946996
2021-04-21,47695.13317527456
2021-04-22,47802.08617407792
2021-04-23,47905.1407408306
2021-04-24,48013.93352353132
2021-04-25,48109.79789637674
2021-04-26,48214.13148720607
2021-04-27,48316.14293971873
2021-04-28,48409.01547371452
2021-04-29,48519.589941967206
2021-04-30,48635.503257324934
2021-05-01,48725.457175634605
2021-05-02,48844.41942144561
2021-05-03,48937.666920454634
2021-05-04,49036.96811295469
2021-05-05,49132.384840284045
2021-05-06,49217.31352457948
2021-05-07,49299.709067429365
2021-05-08,49384.957066232935
2021-05-09,49480.458876619174
2021-05-10,49577.74669935743
2021-05-11,49685.15650034855
2021-05-12,49766.03573604029
2021-05-13,49875.739174845105
2021-05-14,49984.03257624369
2021-05-15,50076.20403506201
2021-05-16,50180.641345741606
2021-05-17,50288.9569794058
2021-05-18,50382.94119497005
2021-05-19,50485.014807641135
2021-05-20,50584.94768915699
2021-05-21,50668.59509502411
2021-05-22,50756.54323336183
2021-05-23,50849.60325550569
2021-05-24,50958.63897689377
2021-05-25,51074.770871074215
2021-05-26,51165.13884477012
2021-05-27,51281.26341382285
2021-05-28,51392.28558170742
2021-05-29,51505.000254772756
2021-05-30,51602.346706810706
2021-05-31,51698.48171899786
2021-06-01,51814.28184144849
2021-06-02,51915.1241700464
2021-06-03,52015.44739099828
2021-06-04,52118.13008321237
2021-06-05,52206.49943437032
2021-06-06,52315.297386385675
2021-06-07,52425.350408653736
2021-06-08,52523.65013166992
2021-06-09,52615.47614166197
2021-06-10,52726.835400417534
2021-06-11,52823.79145779911
2021-06-12,52940.105363285715
2021-06-13,53037.34863491816
2021-06-14,53115.685923588295
2021-06-15,53231.794345761155
2021-06-16,53322.44753719276
2021-06-17,53438.40545860617
2021-06-18,53516.32353255294
2021-06-19,53632.18058122538
2021-06-20,53746.59667982992
2021-06-21,53865.72948507875
2021-06-22,53964.328214783294
2021-06-23,54065.50519747625
2021-06-24,54168.06533540975
2021-06-25,54256.215293764915
2021-06-26,54354.67499789394
2021-06-27,54447.834200339275
2021-06-28,54545.936084311885
2021-06-29,54652.921880922215
2021-06-30,54757.54888980047
2021-07-01,54848.81033405358
2021-07-02,54940.811874828105
2021-07-03,55044.73858941072
2021-07-04,55139.860464311394
2021-07-05,55232.189684471334
2021-07-06,55335.15903907225
2021-07-07,55443.70374755278
2021-07-08,55548.67476251972
2021-07-09,55653.90278796797
2021-07-10,55756.092864035796
2021-07-11,55854.366659510655
2021-07-12,55968.015441273674
2021-07-13,56057.2587629681
2021-07-14,56160.05605658908
2021-07-15,56271.76983050963
2021-07-16,56383.594203929846
2021-07-17,56469.22515857483
2021-07-18,56566.174140704396
2021-07-19,56675.15596085879
2021-07-20,56775.88124993988
2021-07-21,56877.066836488375
2021-07-22,56972.45889133537
2021-07-23,57066.25253437927
2021-07-24,57179.39573401901
2021-07-25,57288.54534605253
2021-07-26,57376.47469469221
2021-07-27,57479.20654833317
2021-07-28,57579.54346335326
2021-07-29,57674.04068310277
2021-07-30,57759.41239679685
2021-07-31,57859.81044413046
2021-08-01,57965.58342284131
2021-08-02,58063.88849489221
2021-08-03,58180.09905353601
2021-08-04,58277.26391422661
2021-08-05,58393.3468692209
2021-08-06,58479.994930961955
2021-08-07,58586.9756787128
2021-08-08,58679.18147419516
2021-08-09,58775.02928439385
2021-08-10,58861.16167599176
2021-08-11,58952.467765974056
2021-08-12,59042.057569697994
2021-08-13,59157.45200106907
2021-08-14,59272.10981450615
2021-08-15,59382.54748441557
2021-08-16,59490.28794605903
2021-08-17,59598.99771643248
2021-08-18,59725.94660561199
2021-08-19,59833.95782992743
2021-08-20,59944.85821044454
2021-08-21,60045.987605879935
2021-08-22,60148.614062180546
2021-08-23,60250.579871241
2021-08-24,60361.776500722364
2021-08-25,60445.77541119124
2021-08-26,60543.98012935041
2021-08-27,60636.25893786984
2021-08-28,60731.48553103478
2021-08-29,60827.99434273891
2021-08-30,60929.834502191414
2021-08-31,61029.46708639497
2021-09-01,61129.62855537512
2021-09-02,61225.01230274768
2021-09-03,61328.46049553769
2021-09-04,61446.46734166904
2021-09-05,61548.70897875681
2021-09-06,61639.03438330512
2021-09-07,61741.660058136484
2021-09-08,61846.727314822296
2021-09-09,61940.78186384658
2021-09-10,62037.00551338853
2021-09-11,62145.133267501646
2021-09-12,62244.14348222479
2021-09-13,62344.11349937435
2021-09-14,62444.77959370962
2021-09-15,62545.65556569462
2021-09-16,62646.38139320121
2021-09-17,62752.896075067176
2021-09-18,62854.50122026801
2021-09-19,62963.463587902545
2021-09-20,63061.4873934414
2021-09-21,63173.69355710571
2021-09-22,63302.4471132074
2021-09-23,63405.15012843202
2021-09-24,63484.27540272579
2021-09-25,63589.048564085395
2021-09-26,63690.3619479052
2021-09-27,63804.343384523614
2021-09-28,63909.898653854914
2021-09-29,63999.55235197423
2021-09-30,64087.1320248565
2021-10-01,64194.1479515319
2021-10-02,64270.52346506908
2021-10-03,64356.13080367221
2021-10-04,64438.94063933607
2021-10-05,64546.57959621344
2021-10-06,64651.88963596772
2021-10-07,64740.0900947155
2021-10-08,64838.23057578374
2021-10-09,64926.07483167487
2021-10-10,65036.71227104616
2021-10-11,65156.22033545346
2021-10-12,65245.10167931012
2021-10-13,65334.00476588921
2021-10-14,65432.6674321809
2021-10-15,65509.129020330765
2021-10-16,65608.12488791427
2021-10-17,65702.75342436992
2021-10-18,65808.3847395947
2021-10-19,65866.49406604943
2021-10-20,65984.50542734451
2021-10-21,66086.22109432964
2021-10-22,66199.30502923767
2021-10-23,66312.12363318981
2021-10-24,66415.56077550766
2021-10-25,66509.76700837535
2021-10-26,66608.2301342126
2021-10-27,66702.61353484445
2021-10-28,66811.11959377272
2021-10-29,66919.36085687696
2021-10-30,67021.96860845087
2021-10-31,67105.16608907435
2021-11-01,67190.45592968319
2021-11-02,67280.59648335968
2021-11-03,67388.6502464284
2021-11-04,67493.19864073425
2021-11-05,67586.90530578129
2021-11-06,67677.51851880302
2021-11-07,67774.74196277325
2021-11-08,67877.74326931364
2021-11-09,67964.30057280466
2021-11-10,68054.81578969197
2021-11-11,68163.77627684292
2021-11-12,68275.16712782001
2021-11-13,68375.5628036324
2021-11-14,68473.30569277031
2021-11-15,68580.30878538276
2021-11-16,68676.48811044879
2021-11-17,68770.59759217549
2021-11-18,68870.48971217807
2021-11-19,68984.40750999186
2021-11-20,69090.47007899563
2021-11-21,69195.61066895451
2021-11-22,69297.76931630672
2021-11-23,69391.66671990654
2021-11-24,69509.6796655798
2021-11-25,69604.67849275218
2021-11-26,69697.00023089479
2021-11-27,69793.21236572736
2021-11-28,69888.82706697678
2021-11-29,69998.25033626152
2021-11-30,70091.6515125934
2021-12-01,70191.93134808361
2021-12-02,70301.63151634566
2021-12-03,70403.3784285453
2021-12-04,70526.16274281451
2021-12-05,70636.82751639921
2021-12-06,70741.69834452138
2021-12-07,70862.05278209836
2021-12-08,70968.36578315508
2021-12-09,71086.99247818241
2021-12-10,71176.36122286423
2021-12-11,71279.66803378
2021-12-12,71384.43368724264
2021-12-13,71484.96703393172
2021-12-14,71582.04416785293
2021-12-15,71682.85893885048
2021-12-16,71791.14325982271
2021-12-17,71909.41277088909
2021-12-18,72002.7490776681
2021-12-19,72089.52217899231
2021-12-20,72183.28204836404
2021-12-21,72279.33361172835
2021-12-22,72380.70787437896
2021-12-23,72474.20085190985
2021-12-24,72581.24358319525
2021-12-25,72684.8301524269
2021-12-26,72785.39079464001
2021-12-27,72889.78822984936
2021-12-28,72997.14873661911
2021-12-29,73095.4292388815
2021-12-30,73181.86294395677
2021-12-31,73296.3243270236
2022-01-01,73391.10665211223
2022-01-02,73490.94323301219
2022-01-03,73596.24471556814
2022-01-04,73692.27597733062
2022-01-05,73779.94227812915
2022-01-06,73882.86754214675
2022-01-07,73996.12872811787
2022-01-08,74097.49255572836
2022-01-09,74201.03806871307
2022-01-10,74285.86535390327
2022-01-11,74397.56918178021
2022-01-12,74482.51834276534
2022-01-13,74590.33826351576
2022-01-14,74701.15291727993
2022-01-15,74793.82293491058
2022-01-16,74898.75734782062
2022-01-17,74988.63266293879
2022-01-18,75095.55316879589
2022-01-19,75200.34376220727
2022-01-20,75277.4980778086
2022-01-21,75380.542674962
2022-01-22,75486.62490655882
2022-01-23,75601.71096923508
2022-01-24,75698.31915839537
2022-01-25,75795.08013667773
2022-01-26,75893.56189116003
2022-01-27,76004.69305722127
2022-01-28,76096.91281818484
2022-01-29,76200.70808407314
2022-01-30,76294.45196925812
2022-01-31,76395.80040825983
2022-02-01,76485.63687866529
2022-02-02,76588.39007027198
2022-02-03,76690.67257317335
2022-02-04,76797.85362471132
2022-02-05,76890.43018806892
2022-02-06,76990.43027762538
2022-02-07,77098.5301656267
2022-02-08,77205.51945635128
2022-02-09,77323.76509085478
2022-02-10,77437.11405506749
2022-02-11,77558.03892999582
2022-02-12,77678.91392342321
2022-02-13,77759.4531483964
2022-02-14,77851.97088152208
2022-02-15,77964.28344604894
2022-02-16,78065.24230441202
2022-02-17,78174.29243495001
2022-02-18,78252.18054747186
2022-02-19,78347.69302133894
2022-02-20,78461.65952829606
2022-02-21,78552.31766239817
2022-02-22,78652.56666419475
2022-02-23,78745.79813138625
2022-02-24,78847.70358665274
2022-02-25,78956.93304474738
2022-02-26,79046.16153655315
2022-02-27,79144.39404057624
2022-02-28,79254.1135823839
2022-03-01,79351.65751586942
2022-03-02,79448.91349293508
2022-03-03,79550.49841847058
2022-03-04,79657.79154845743
2022-03-05,79757.6780633329
2022-03-06,79861.6163622231
2022-03-07,79972.45723403044
2022-03-08,80066.56545736012
2022-03-09,80152.66471258848
2022-03-10,80254.60574737634
2022-03-11,80364.20129930804
2022-03-12,80464.17559484085
2022-03-13,80564.81757236317
2022-03-14,80679.15689379508
2022-03-15,80780.17234233387
2022-03-16,80867.42556383292
2022-03-17,80952.51583434557
2022-03-18,81046.72272557707
2022-03-19,81149.27281051263
2022-03-20,81245.63653163977
2022-03-21,81355.61569033665
2022-03-22,81450.35931677686
2022-03-23,81546.8151486788
2022-03-24,81639.00503308894
2022-03-25,81751.5694973506
2022-03-26,81859.53808650922
2022-03-27,81951.09400219591
2022-03-28,82058.32750056598
2022-03-29,82158.89576887638
2022-03-30,82258.53057657043
2022-03-31,82344.08371376905
2022-04-01,82450.44214433184
2022-04-02,82545.51971249169
2022-04-03,82667.64081261601
2022-04-04,82775.2426430216
2022-04-05,82876.0477146529
2022-04-06,82984.93273936285
2022-04-07,83083.51733017278
2022-04-08,83194.82135346759
2022-04-09,83284.35979638425
2022-04-10,83378.86861174226
2022-04-11,83478.20092609458
2022-04-12,83586.2982156167
2022-04-13,83670.46807466549
2022-04-14,83767.81175111544
2022-04-15,83880.63840383761
2022-04-16,83969.56891574147
2022-04-17,84083.886241601
2022-04-18,84190.59185656779
2022-04-19,84283.74044307505
2022-04-20,84379.8133393884
2022-04-21,84475.71619878085
2022-04-22,84562.59000495133
2022-04-23,84660.165107716
2022-04-24,84761.95404974093
2022-04-25,84872.25199088214
2022-04-26,84980.29130341395
2022-04-27,85090.9059298049
2022-04-28,85176.82395729983
2022-04-29,85271.77831827333
2022-04-30,85380.91290279936
2022-05-01,85468.97656421494
2022-05-02,85565.82344615497
2022-05-03,85664.67175164814
2022-05-04,85787.85655961628
2022-05-05,85904.3137874758
2022-05-06,86002.84267303663
2022-05-07,86101.88471915138
2022-05-08,86212.53461224864
2022-05-09,86303.87391455227
2022-05-10,86409.74454451815
2022-05-11,86519.26520066881
2022-05-12,86615.84767044666
2022-05-13,86731.59640817033
2022-05-14,86827.1325716268
2022-05-15,86928.56807610118
2022-05-16,87025.55059439641
2022-05-17,87115.09497770645
2022-05-18,87208.46558624499
2022-05-19,87304.84971186965
2022-05-20,87404.1124749961
2022-05-21,87485.57061376958
2022-05-22,87576.30614723513
2022-05-23,87671.44746114814
2022-05-24,87756.86387140336
2022-05-25,87848.50472696999
2022-05-26,87952.96747316136
2022-05-27,88061.35595494762
2022-05-28,88141.99466604895
2022-05-29,88256.22441557949
2022-05-30,88353.96138352311
2022-05-31,88459.62365899773
2022-06-01,88567.75174201989
2022-06-02,88646.7431902147
2022-06-03,88739.10274412823
2022-06-04,88833.02857354018
2022-06-05,88931.99459274336
2022-06-06,89018.4499633172
2022-06-07,89118.54647011287
2022-06-08,89229.7835301353
2022-06-09,89339.6752840554
2022-06-10,89451.14290804611
2022-06-11,89547.79928486954
2022-06-12,89652.2810658444
2022-06-13,89741.81662141408
2022-06-14,89822.57300952396
2022-06-15,89936.8790637673
2022-06-16,90047.64606554726
2022-06-17,90134.01150780034
2022-06-18,90229.15099218131
2022-06-19,90314.63473606185
2022-06-20,90430.66120450608
2022-06-21,90511.0256206985
2022-06-22,90619.6135284966
2022-06-23,90731.3140143361
2022-06-24,90847.82034526992
2022-06-25,90949.82618324185
2022-06-26,91043.27706718411
2022-06-27,91132.52578612405
2022-06-28,91233.95299399518
2022-06-29,91338.31647431468
2022-06-30,91431.05931129644
2022-07-01,91527.56112442627
2022-07-02,91605.7925919312
2022-07-03,91701.9126175819
2022-07-04,91794.81526740672
2022-07-05,91899.84847639457
2022-07-06,92000.04026125005
2022-07-07,92103.65609804651
2022-07-08,92208.45578992645
2022-07-09,92314.19450276127
2022-07-10,92428.41450467976
2022-07-11,92515.01344082489
2022-07-12,92621.10990515539
2022-07-13,92737.70433893825
2022-07-14,92841.99655476393
2022-07-15,92951.90132011657
2022-07-16,93067.30402145657
2022-07-17,93167.96542990282
2022-07-18,93267.42739491758
2022-07-19,93362.098149435
2022-07-20,93469.00352256127
