price,temperature,rainfall,sentiment_score,price_lag1,price_rolling_avg,rain
2715.707617571219,24.714124597044485,2,0.5308956223187442,2616.045265392277,2407.898934777474,1
2813.429451210364,27.90419001416496,3,-0.4648572560899962,2715.707617571219,2510.7734551470817,1
2912.998530434405,29.829008078954352,2,-0.9128427289542258,2813.429451210364,2612.429770163232,1
3024.585269508224,28.74307470695263,4,-0.8186599077229786,2912.998530434405,2712.624535042124,1
3117.2834209863145,25.383150962199185,2,0.9871165313901308,3024.585269508224,2814.5625260112233,1
3197.868541752773,23.60509048171045,3,0.7876260271240825,3117.2834209863145,2913.988299550797,1
3300.1620286376046,24.750321306547093,0,-0.0850293813782689,3197.868541752773,3011.719265728701,0
3397.1803336524736,27.620260586731764,1,0.2086675257840367,3300.1620286376046,3109.0725108831653,1
3500.8936298724734,25.04534371340021,1,0.1861106592946786,3397.1803336524736,3207.2816792634667,1
3590.4530225675217,20.74292396522399,1,0.1597713470817316,3500.8936298724734,3304.0608924253406,1
3688.483748014902,20.257194996303383,2,-0.9106118061920812,3590.4530225675217,3398.9035322120094,1
3809.9675705692944,15.10885530493674,0,-0.8584015056600642,3688.483748014902,3497.8584107238635,0
3922.458835848888,25.84961591685284,3,-0.2577399404329279,3809.9675705692944,3601.371309880451,1
4030.013721352877,25.330919232871228,3,0.8201875398762701,3922.458835848888,3705.6358374112037,1
4116.823173580119,26.80049359297189,2,-0.5327781467394037,4030.013721352877,3808.441957400868,1
4212.132201873993,18.179774116067662,3,-0.9881747516777002,4116.823173580119,3910.0474676867993,1
4315.770131348263,27.00019460387415,0,-0.9617681023180936,4212.132201873993,4013.6641975126195,0
4424.567117832489,31.70128800969311,1,0.0209832924939086,4315.770131348263,4118.818964629418,1
4541.400007544894,28.67416539997048,1,0.2550821764560942,4424.567117832489,4223.309312768789,1
4640.116234069892,27.15444353371649,0,-0.6142252572396507,4541.400007544894,4325.831798228933,0
4744.266363223606,25.49163041053261,1,0.6050135717552694,4640.116234069892,4427.867889924752,1
4844.825862768601,23.528277846693307,4,-0.8921948601028848,4744.266363223606,4531.868274094534,1
4939.4486098981215,9.849776841667452,1,-0.3438632462395414,4844.825862768601,4635.770618097981,1
5042.152697149939,31.15359570879932,6,0.587910145909412,4939.4486098981215,4739.539556069649,1
5132.321169106085,14.691269333255184,1,0.4144530118614313,5042.152697149939,4840.647277680162,1
5228.543709768456,26.550611879862643,0,-0.4105477846972143,5132.321169106085,4938.810663712101,0
5332.623398730177,22.835623661492843,1,-0.6371511927058604,5228.543709768456,5037.74025866357,1
5434.1832469381,18.19680450241924,0,0.3294340775076829,5332.623398730177,5136.299813479925,0
5546.305067608001,19.532527665829765,2,0.7722214783325887,5434.1832469381,5236.511128456982,1
5638.176600926249,27.777102828679727,5,-0.5256340750296644,5546.305067608001,5336.329412889572,1
5755.255553146387,28.449119902560717,3,-0.5797264932049457,5638.176600926249,5438.201249460493,1
5847.896257674807,30.940913514715756,0,-0.6434175506745536,5755.255553146387,5540.426262113168,0
5969.4536384533085,24.35441641405453,2,0.7753775222860753,5847.896257674807,5646.270537639575,1
6068.378369029886,17.88907380943522,2,-0.9917090122191384,5969.4536384533085,5751.378390539534,1
6162.392054229073,30.15708087408304,1,-0.2831598565870556,6068.378369029886,5855.40822015253,1
6274.80034359477,22.555313818328045,2,0.2275832558260606,6162.392054229073,5959.478973864927,1
6363.611172802172,24.521272893415343,2,-0.3721759820264534,6274.80034359477,6063.112484132916,1
6460.101854731701,26.306354538577168,3,0.1789363074481769,6363.611172802172,6163.804812930817,1
6551.978675593791,22.76260671101645,2,-0.0612369660413882,6460.101854731701,6264.388015490672,1
6657.301977401024,34.866528371287174,3,0.1460598131580983,6551.978675593791,6362.652063911774,1
6742.65412165772,24.26059293250122,0,0.392218662839717,6657.301977401024,6458.977171430036,0
6850.481439129188,20.00716068386266,0,0.8738312184147803,6742.65412165772,6557.275654987195,0
6926.121827526051,28.328771207906733,4,0.3137581038894457,6850.481439129188,6650.321581263092,1
7011.477292622878,20.38019162654709,2,0.98221318790345,6926.121827526051,6742.873884094622,1
7103.847466499279,23.224569736655283,2,0.2798827035679918,7011.477292622878,6834.837542918562,1
7203.968739202507,25.95032090517924,3,0.9418680901161258,7103.847466499279,6927.97898057695,1
7293.309375839427,26.136410682450236,3,0.7800205442212251,7203.968739202507,7018.837180353864,1
7403.544563124832,24.05779658705047,0,0.3769555417483583,7293.309375839427,7113.250100563452,0
7506.848532188843,22.801911370237832,1,-0.1878778731719785,7403.544563124832,7207.016828143403,1
7604.1456204664355,25.50119891281899,0,-0.2667044410478685,7506.848532188843,7303.877369992028,0
7690.714173123683,25.381230164734507,0,-0.6635688223057574,7604.1456204664355,7400.911210063573,0
7794.112817494345,27.615518970955204,2,-0.998912704971126,7690.714173123683,7499.52054592001,1
7905.148713503649,34.77174361908349,0,0.84490147523402,7794.112817494345,7599.6891136773165,0
8005.759616787162,15.332328949790062,3,-0.5439721215162385,7905.148713503649,7701.467719526992,1
8100.694978927025,18.522276616253155,5,0.3886922278284768,8005.759616787162,7801.060636070163,1
8204.524604190005,19.254389435710426,1,-0.5225543545269442,8100.694978927025,7900.728646356043,1
8300.681752147291,23.324721284643395,2,0.9719406288758272,8204.524604190005,8000.233808024736,1
8400.093965303464,33.58246023294015,2,0.2888085431860976,8300.681752147291,8101.573778336134,1
8498.258340096163,27.052376975039092,6,-0.6771912615535036,8400.093965303464,8202.16599585068,1
8602.698463260187,29.401925034199017,1,-0.835910222298613,8498.258340096163,8301.815960101612,1
8685.839338498263,32.38831985505125,1,0.2718707331450611,8602.698463260187,8398.970206060343,1
8781.276599896137,21.16521295394248,1,0.5024578811075922,8685.839338498263,8496.196151913073,1
8882.396130805502,24.551441531363533,2,0.6788029763824344,8781.276599896137,8593.034941429572,1
8967.020035836636,30.537610731164317,4,-0.7293695770751971,8882.396130805502,8688.226124813766,1
9062.411809772051,32.539648926114495,3,-0.1891957472210554,8967.020035836636,8782.842959737849,1
9172.444786080025,27.640979348866296,3,0.0472145415280769,9062.411809772051,8879.155309164114,1
9280.421014113152,29.03691764777332,1,0.9739542839493632,9172.444786080025,8975.972816428823,1
9359.673943274262,22.923406661006627,3,0.144122041256606,9280.421014113152,9072.234902825396,1
9478.913433133288,34.04121197154883,1,-0.1483020565550221,9359.673943274262,9171.89730757356,1
9570.203636414206,32.20127252379403,2,-0.1324749574030199,9478.913433133288,9270.155522660518,1
9687.25280372544,29.167807955059445,4,0.2044583688283452,9570.203636414206,9373.045918073203,1
9791.163805134023,15.854042603777408,3,0.8673717020899141,9687.25280372544,9477.153345982055,1
9894.313604630926,25.422252812624464,2,-0.9567787858711344,9791.163805134023,9580.2774629179,1
9998.230717381995,22.350744771490117,2,0.2787136446365723,9894.313604630926,9682.821706242019,1
10088.07425765588,28.239270840621103,3,0.3295654113837667,9998.230717381995,9786.878894010822,1
10188.994576413072,23.26818817749497,0,-0.5367398702283364,10088.07425765588,9888.319057336505,0
10281.17473325085,19.672991518182485,5,-0.6028378583738339,10188.994576413072,9989.886356884597,1
10374.627628518823,28.141622070066514,2,0.3539881626292398,10281.17473325085,10088.08276042651,1
10487.550394604894,29.70997020560116,2,-0.4027237036118849,10374.627628518823,10187.566558922348,1
10578.120261439364,27.00099979581411,3,0.1113600689883205,10487.550394604894,10285.253224180697,1
10667.633136133862,20.800018121326843,0,-0.2896319542747694,10578.120261439364,10380.88214114525,0
10782.513723422278,19.211726588687497,3,0.0263438641694182,10667.633136133862,10480.087779111878,1
10895.917849570387,25.61345588359781,0,-0.0408705493200782,10782.513723422278,10581.07681813435,0
11003.156772309256,27.1886020355683,3,-0.6382698350085154,10895.917849570387,10684.21710942841,1
11105.515138613358,22.338917725162204,1,0.495683894278615,11003.156772309256,10788.629610870486,1
11216.333182263796,28.03232302227202,3,0.5240122199731179,11105.515138613358,10892.7414376789,1
11315.914873190794,27.22343856134539,2,-0.3252092372023225,11216.333182263796,10998.140667929105,1
11396.973844559929,25.10134359571335,2,-0.523436452618441,11315.914873190794,11102.332197704256,1
11495.633062266676,26.928303560798383,6,0.2418897100924406,11396.973844559929,11204.206388967743,1
11594.112520948896,18.18837480553265,2,-0.1413186795052345,11495.633062266676,11303.948484878958,1
11680.857481658935,18.92259163822388,1,0.3655649622524712,11594.112520948896,11400.762871928911,1
11767.213767129344,26.71011772836306,1,-0.5529054159946878,11680.857481658935,11495.291247431194,1
11870.864271401808,23.40228933764717,1,0.0284408531843245,11767.213767129344,11588.795688736625,1
11997.046631109724,27.27307001603799,1,0.4335264933441036,11870.864271401808,11686.100225582186,1
12098.911268152344,22.29909509910283,4,0.7274157962459449,11997.046631109724,11786.377000381106,1
12203.385250111623,17.143077639444094,1,0.776273782121597,12098.911268152344,11887.484455787524,1
12321.918226114589,25.22142378094252,3,0.1173844216139095,12203.385250111623,11991.456699382625,1
12431.76167977484,16.78858488691185,0,-0.531512162956429,12321.918226114589,12098.728727684897,0
12539.162210542769,23.230245185533345,1,-0.4586120149262378,12431.76167977484,12209.007076743957,1
12655.786902168556,21.211112778729756,0,0.2670563372927219,12539.162210542769,12321.138881139208,0
12767.222749189978,23.66896415509095,3,-0.9784639334771316,12655.786902168556,12431.164040864956,1
12868.578774993972,22.242707994694516,1,0.0638735997069639,12767.222749189978,12541.116541842332,1
12953.172450515773,27.132275666580806,2,-0.7746740099507832,12868.578774993972,12648.228999042925,1
13036.761183328126,18.54079888089487,1,-0.8731041992458617,12953.172450515773,12750.349421502002,1
13148.410131015948,24.14346215011404,2,-0.035396947030982,13036.761183328126,12852.727771679303,1
13230.202106178516,26.942190978879207,0,0.4241035924911838,13148.410131015948,12951.447756770125,0
13322.726012432517,25.90269337570317,4,-0.5029816369055913,13230.202106178516,13046.724772522119,1
13438.92283260668,16.343831823382892,5,0.3584484582968634,13322.726012432517,13142.681927295935,1
13539.874415241708,15.505716222174978,0,-0.349065270321695,13438.92283260668,13238.58130447418,0
13647.231508963914,15.738142798231015,2,-0.2371097535353903,13539.874415241708,13337.732598538201,1
13746.30768057683,18.65009131119299,2,-0.4433231484318563,13647.231508963914,13439.096383859445,1
13843.331727158338,27.57005194916383,2,-0.8226031195546313,13746.30768057683,13538.370897594072,1
13952.0772264051,32.52906995540471,0,0.4363550984102287,13843.331727158338,13641.495914769297,0
14044.606824862416,24.117261772297333,1,-0.5746446101929095,13952.0772264051,13744.621745116427,1
14145.023311408995,29.2636747191003,2,-0.3472837019119454,14044.606824862416,13845.493242088185,1
14251.87453975054,27.23284955693452,1,-0.4440128683844471,14145.023311408995,13947.207545589448,1
14355.480514406445,25.183546051269147,3,0.1997584113230108,14251.87453975054,14048.385974938381,1
14457.680991365149,23.308501892015997,0,-0.1042792368922695,14355.480514406445,14150.010733622426,0
14571.02744068134,23.187690352224173,1,-0.4682645225383566,14457.680991365149,14253.967264125711,1
14674.534883250866,24.91615472657809,2,-0.7979374567080382,14571.02744068134,14357.175500817964,1
14780.139280537987,30.67049841064873,2,0.0876931094507955,14674.534883250866,14462.251565914474,1
14886.305532948196,21.22617062765305,0,-0.3462063784275726,14780.139280537987,14568.14902613436,0
14971.155187682434,25.165343283702093,3,0.3177011468575428,14886.305532948196,14670.903404410346,1
15070.502899882496,22.923247233306164,2,-0.6879927348070083,14971.155187682434,14773.049459478352,1
15179.90184094962,22.80914289515135,2,-0.9761066399845696,15070.502899882496,14876.223866561848,1
15269.764791942214,16.7644695773523,4,-0.594990252159735,15179.90184094962,14976.043488170544,1
15386.971674969378,20.405167264016704,5,-0.2674229558054426,15269.764791942214,15077.82017270176,1
15471.329366116424,27.322454752821468,2,0.20851761364322,15386.971674969378,15176.561613498681,1
15580.251850348795,24.57914326449073,5,0.1119126418652585,15471.329366116424,15275.696801698767,1
15683.941151661946,26.492316457264444,1,-0.392603040061368,15580.251850348795,15377.523367981554,1
15773.658110202556,18.302250357315668,0,0.294541911656299,15683.941151661946,15477.974112312992,0
15871.800302854925,20.746354863214336,1,-0.930883943812214,15773.658110202556,15576.816749728036,1
15975.118254937355,26.51201994364173,1,-0.5332088940047444,15871.800302854925,15677.58153015591,1
16074.560114200924,26.05359201636743,1,-0.3422690370764736,15975.118254937355,15775.808450046132,1
16176.675254671716,27.28285243850242,0,-0.97134425574148,16074.560114200924,15876.572148411173,0
16279.19535360646,25.489941611540736,1,-0.280992976462713,16176.675254671716,15976.421220305125,1
16383.95346886204,25.53465561790469,2,-0.5295174602363406,16279.19535360646,16076.422979905139,1
16498.00489277776,25.918154127206147,2,-0.8002807434574468,16383.95346886204,16179.901091701597,1
16606.402710474886,26.8867077744336,0,0.1442153532440793,16498.00489277776,16284.844292790163,0
16707.993396646456,18.9355966148155,3,-0.2560559642095359,16606.402710474886,16389.54074160575,1
16796.668475822167,26.392942313170217,6,-0.251283607932951,16707.993396646456,16492.699078980215,1
16892.70937593096,25.407909106696604,2,0.7049964849213513,16796.668475822167,16594.989667731534,1
16983.443061152786,19.747818796617064,3,-0.9170295705568616,16892.70937593096,16695.596483095294,1
17083.722541654337,17.099718424812096,2,-0.0610172167549014,16983.443061152786,16795.563493494195,1
17170.61954516728,25.6131317147016,2,0.5318854737620369,17083.722541654337,16891.65130097841,1
17262.71405752144,21.064936702572048,2,-0.0454762074934635,17170.61954516728,16985.410064842203,1
17346.885935873972,24.927005125834405,0,-0.150008712963555,17262.71405752144,17076.68042758899,0
17444.45148354572,12.340100962313684,0,-0.1147288236302905,17346.885935873972,17169.220857263786,0
17556.970371192074,26.66353068640343,2,0.917099929202046,17444.45148354572,17264.11528515823,1
17656.930820641035,27.47823813405475,1,-0.8837751938865706,17556.970371192074,17360.32782222798,1
17760.04277394672,25.080015891113863,0,-0.0098667426686134,17656.930820641035,17456.944998269748,0
17856.586873175675,31.176693744783485,2,0.4952962214410219,17760.04277394672,17554.940330842375,1
17950.407913091134,20.26430699007589,4,-0.4996188854235046,17856.586873175675,17653.182310209475,1
18055.643485963603,31.501147558355413,2,0.7679532851004145,17950.407913091134,17754.433388793706,1
18153.04791807386,30.15676076648466,0,0.2023387441238946,18055.643485963603,17855.661450869156,0
18251.235619114705,24.87963102872115,0,0.4899719230902912,18153.04791807386,17954.84220057239,0
18357.238919768628,21.55315780455732,0,0.0505115369992539,18251.235619114705,18054.886214733477,0
18447.013705959707,25.38371491732622,1,-0.6402505571424673,18357.238919768628,18153.024919306758,1
18545.3163316718,26.593141359412503,0,0.5778946774573004,18447.013705959707,18251.414841949063,0
18643.95980600843,26.39644948546801,4,0.9237926036751698,18545.3163316718,18350.49368379439,1
18756.095696314915,23.05423573855405,3,0.2156472926023551,18643.95980600843,18450.55828527315,1
18854.96858120724,20.37694537342133,2,-0.8867643830246978,18756.095696314915,18550.832665720776,1
18957.21697121255,26.4834984304143,2,-0.7038530654508701,18854.96858120724,18651.687144591895,1
19043.184493610323,22.529839236980592,6,-0.6564726146061033,18957.21697121255,18749.679369426423,1
19150.283185260665,16.99898830558061,5,-0.4284338299504113,19043.184493610323,18850.146437897987,1
19253.103861813284,28.59506530039096,0,0.8130773435210983,19150.283185260665,18951.258942203916,0
19327.36376149177,21.57876090258261,4,-0.4482336821478034,19253.103861813284,19048.888078701533,1
19415.45692230038,27.534257321936703,1,-0.0245355454543354,19327.36376149177,19143.082539556603,1
19515.191323338386,19.581894205511706,0,0.8872514654472003,19415.45692230038,19237.400074146764,0
19611.55101142523,22.675687438121827,3,0.3133412650653622,19515.191323338386,19330.87636560572,1
19715.354488102555,32.719482641549504,0,0.1988519192972571,19611.55101142523,19426.90065053318,0
19823.922051369715,23.550333935855075,2,-0.9871690727982628,19715.354488102555,19523.134774263046,1
19921.33194158322,26.91804299597793,2,0.2208351190367861,19823.922051369715,19618.595928515893,1
20021.2522950726,28.991427731639224,2,-0.8921566568428627,19921.33194158322,19717.72286188458,1
20124.485480393338,16.59853291240231,3,-0.3048498112680913,20021.2522950726,19819.012655897863,1
20224.38295425796,29.739479906152027,2,0.8887212988004798,20124.485480393338,19920.325746029233,1
20328.92545098904,32.868785016193414,2,-0.8495899171673702,20224.38295425796,20022.80780882406,1
20437.880047839863,27.640241800610365,3,-0.9703464688895173,20328.92545098904,20126.02574592939,1
20544.412543164497,31.18552830702151,3,0.3496547701761774,20437.880047839863,20228.952959042934,1
20641.528262417876,34.76537210612388,0,0.5848789472574853,20544.412543164497,20331.838147733597,0
20725.95031526321,25.8177087029472,2,0.9380912470858068,20641.528262417876,20432.509293475112,1
20819.8870952057,24.92078963165112,6,-0.782979306574626,20725.95031526321,20531.85238130545,1
20917.60796110316,28.34059159024696,2,0.9976937425766466,20819.8870952057,20630.88452514048,1
21021.321685291296,18.880617023586662,0,-0.217780052671765,20917.60796110316,20729.798272897944,0
21096.81918230204,27.458617093312967,3,0.6863011842300444,21021.321685291296,20823.93243496397,1
21193.93503721264,29.552484121120692,0,-0.5233119739093548,21096.81918230204,20916.721362685133,0
21288.3330320221,22.34264653629305,2,-0.4505574748644994,21193.93503721264,21009.12204405716,1
21391.48008658202,21.918061065718145,5,0.5469026798978518,21288.3330320221,21104.197725674137,1
21507.282885391487,23.84224742285323,3,-0.6719617571483851,21391.48008658202,21202.397124272105,1
21626.158349940877,34.37148965872146,2,0.6982888491318628,21507.282885391487,21303.61860839178,1
21730.006649471303,20.65314470397398,2,-0.3364391608555108,21626.158349940877,21404.859317560353,1
21831.729967586907,22.543974088922564,2,0.3155251250129574,21730.006649471303,21509.846572601044,1
21928.16046738,22.142008660927107,2,0.0339385749620981,21831.729967586907,21614.735919767812,1
22040.44566141035,22.80964269302111,0,-0.3442581229590804,21928.16046738,21722.18058110899,0
22136.960599974816,24.924070074943803,4,0.8775054078816322,22040.44566141035,21828.677797307962,1
22236.22107414437,31.394544480087355,2,-0.3647677088042831,22136.960599974816,21932.81182427266,1
22329.063269490936,22.640581679149072,3,-0.4999616879497579,22236.22107414437,22033.226812779812,1
22444.026121717063,23.45867496627619,2,0.4832661814893795,22329.063269490936,22135.229594529206,1
22521.52443661592,24.13885663446725,7,0.7617944546892823,22444.026121717063,22233.771661533352,1
22611.80960539486,27.06008320110172,4,-0.7145121637780727,22521.52443661592,22331.435824106902,1
22720.84630265954,23.576221283343436,1,0.3898403905934102,22611.80960539486,22428.63591571393,1
22801.87659553468,29.089048681002524,1,-0.0401204736117877,22720.84630265954,22523.623915079625,1
22901.25597454858,31.88643823194514,3,-0.3247144450909482,22801.87659553468,22618.62890085165,1
23009.03672953016,32.78433179922385,1,-0.1600207122669503,22901.25597454858,22715.767966571544,1
23097.65082297221,33.84446506595779,1,0.9208223529839276,23009.03672953016,22809.142923893705,1
23207.29083032107,23.63037327387516,2,-0.8742427230452225,23097.65082297221,22907.10955156587,1
23306.81331156865,28.77339745647065,2,-0.3304306201354452,23207.29083032107,23006.395795304987,1
23419.78971817265,29.217702529221818,0,-0.931700418814228,23306.81331156865,23106.244854664,0
23519.19282246094,30.826360667530377,2,0.1158486847154194,23419.78971817265,23208.718601367753,1
23618.986578137923,24.366568476247416,1,0.3255856286705887,23519.19282246094,23311.25154473766,1
23724.65368854825,17.915559318523442,1,-0.1637384613454129,23618.986578137923,23413.4825388831,1
23814.25696628089,22.16484125964931,1,-0.8096152824362031,23724.65368854825,23515.854845070055,1
23909.084072110352,23.11921853109733,3,-0.986471473003457,23814.25696628089,23616.111022468518,1
24010.345659055827,21.20242157866818,3,-0.9907287038074524,23909.084072110352,23716.61564353812,1
24102.81285674747,35.1418677996134,2,-0.5405711147558425,24010.345659055827,23814.190377620234,1
24194.52069442792,31.081928392675472,2,0.8996615257079867,24102.81285674747,23910.665787901235,1
24288.11730033523,29.428593007995037,3,0.0611042125570522,24194.52069442792,24006.255891072276,1
24380.42011209241,38.61920332790007,0,0.8292704307209666,24288.11730033523,24099.936808721443,0
24482.96499095673,35.95981245068872,1,0.8532711619675237,24380.42011209241,24195.466526532276,1
24579.965612361084,32.56047498419283,4,0.206194356112785,24482.96499095673,24291.306746568098,1
24682.682501376043,25.3583415374954,2,-0.1368567239862979,24579.965612361084,24387.354866899554,1
24808.850023003608,27.85660238104282,2,-0.3763137888665477,24682.682501376043,24488.217319221858,1
24908.39009662469,20.04416821866681,2,0.6833987564087818,24808.850023003608,24590.198662392828,1
25016.90992571064,29.8323809670345,3,0.065920153816734,24908.39009662469,24694.311894589315,1
25123.610300331977,22.74489713971853,1,-0.5496833951683004,25016.90992571064,24800.48192148068,1
25219.00218409347,14.879565858831858,5,-0.2351191676542074,25123.610300331977,24905.630091928786,1
25309.1094387458,13.740316705554877,3,-0.1863670689822818,25219.00218409347,25009.793495698035,1
25399.144952941093,20.61264323597713,2,0.4720746856842188,25309.1094387458,25112.14527449304,1
25504.849855680717,28.746599582222835,0,-0.6054330864955408,25399.144952941093,25211.57382201834,0
25597.26051153336,23.332006581903077,4,-0.523977741226215,25504.849855680717,25309.983881291006,1
25701.02641282541,31.388742596056115,2,0.5358212534204299,25597.26051153336,25407.71480802169,1
25802.179060562936,28.178581959907657,2,-0.0938445104816565,25701.02641282541,25504.653202340396,1
25875.938379976586,28.08477230067408,1,0.7422263084924801,25802.179060562936,25598.501230323705,1
25978.874379046792,18.38305205568693,4,0.0549493551793782,25875.938379976586,25694.181936080982,1
26081.952371812564,25.63474332774153,0,-0.1634310028147041,25978.874379046792,25791.725853062624,0
26193.6380332331,21.499982546084038,5,0.1673464418259218,26081.952371812564,25890.124164141536,1
26295.09892009314,24.99877605354602,0,-0.1765127553645096,26193.6380332331,25989.815365364364,0
26387.957151556435,27.12035194749257,3,-0.7092367744297694,26295.09892009314,26087.94832804022,1
26507.49696770195,28.654257065463,2,-0.4790396219634869,26387.957151556435,26188.708029060082,1
26606.06951603705,23.679583543219785,3,0.8940218745922766,26507.49696770195,26293.012477068718,1
26696.61597100564,25.534307184621916,0,-0.0988072250770557,26606.06951603705,26395.546990205698,0
26788.88683212285,20.979702514905867,0,-0.9637572427624672,26696.61597100564,26496.53762739288,0
26896.12729647889,20.53831768685276,2,-0.9370046522741472,26788.88683212285,26596.893236427994,1
26982.60725306117,21.907220196354874,3,-0.3141870248191321,26896.12729647889,26695.108712566285,1
27093.94955524301,24.768130140565013,3,0.6701607778259753,26982.60725306117,26795.964770235794,1
27184.67383277381,27.595293002723256,3,-0.3860533558494134,27093.94955524301,26892.704322388916,1
27285.26612659025,20.025408679365256,3,0.8519779384083035,27184.67383277381,26989.732409610802,1
27394.92753101105,26.16263598573424,3,-0.1673873176786604,27285.26612659025,27089.49120389729,1
27485.42482222303,30.517094587522514,1,0.4162960411506191,27394.92753101105,27188.99663105446,1
27598.381410080303,23.837494073353685,4,0.8388225474240827,27485.42482222303,27289.318647283228,1
27700.578707724428,29.389987296423005,2,0.8030881668126042,27598.381410080303,27391.885997949412,1
27804.82602521257,25.134854635121226,2,0.0795191558835703,27700.578707724428,27493.439779373635,1
27883.684554904743,20.573942162747475,0,-0.1692150827993461,27804.82602521257,27593.29845396377,0
27995.198933025345,24.22405330501432,0,-0.8661535547980788,27883.684554904743,27694.717426311636,0
28101.21419510828,26.080466867186647,2,-0.7974763871103241,27995.198933025345,27795.615521182674,1
28198.23700005795,22.48258732557147,2,0.6213605929980395,28101.21419510828,27897.445832301946,1
28301.145974481944,32.15021318660028,3,0.0696923473095521,28198.23700005795,27997.84077007361,1
28396.60124201493,19.230370081631506,2,-0.1952752552036023,28301.145974481944,28097.27256068654,1
28499.41522747682,16.416982315498988,3,0.3948737638715898,28396.60124201493,28196.49958958143,1
28611.10277272751,19.79920594460436,4,-0.6831234207330337,28499.41522747682,28300.416477841824,1
28725.684183562356,25.911965860489843,3,0.4261920254872104,28611.10277272751,28404.77151363283,1
28827.285980637607,26.31681367373265,1,-0.9747574659133478,28725.684183562356,28508.49605442273,1
28927.760138374044,19.07064254899753,1,0.6839929822326014,28827.285980637607,28612.713645610747,1
29038.24231837619,26.24858504350112,7,-0.1416970328091096,28927.760138374044,28718.01312330992,1
29136.14501504875,37.71738377747032,2,0.3432600674886719,29038.24231837619,28823.662233743325,1
29235.422385511472,27.41404381907852,0,0.1689883638880858,29136.14501504875,28928.806113462557,0
29320.016793770592,26.16587208211579,2,-0.0192514307696729,29235.422385511472,29030.079545040146,1
29427.09007145777,19.58880211692649,7,-0.4823377576545666,29320.016793770592,29130.280386168062,1
29526.434370273597,27.75467528396985,4,0.7398571498652862,29427.09007145777,29230.15872754463,1
29635.275481782195,31.563323040269207,2,-0.1818127508330462,29526.434370273597,29331.232348031506,1
29749.56551958056,30.3654882867794,1,-0.3978428923631427,29635.275481782195,29432.849948203566,1
29849.15331750401,28.45710942666281,3,-0.6111472601077277,29749.56551958056,29534.708277125745,1
29943.862400907205,26.81189800250269,3,-0.979501527075206,29849.15331750401,29635.913993610848,1
30064.721425581272,26.54517984936712,2,0.7962022250389333,29943.862400907205,29742.3003695838,1
30162.458970649448,20.21316696893374,1,0.2932575793992125,30064.721425581272,29847.353069468325,1
30259.7009317248,26.35951429131648,0,0.4824206899437482,30162.458970649448,29952.105435389927,0
30352.132446942865,20.688695847160968,0,-0.5169737513720638,30259.7009317248,30054.513573270022,0
30457.71045065462,22.28771359865767,4,0.0517683160357909,30352.132446942865,30155.677134852034,1
30562.331701794898,23.31071400225425,4,0.323514935879702,30457.71045065462,30257.5597611793,1
30651.885820560703,19.936133548698383,1,-0.548538483962558,30562.331701794898,30358.705963986948,1
30761.32719166818,33.096398283295684,4,-0.2161181325538097,30651.885820560703,30458.221073427932,1
30878.29076464465,30.42809339333443,1,0.1788219289856276,30761.32719166818,30560.48275828439,1
30982.258962873708,22.13039762497158,4,-0.7285135325996253,30878.29076464465,30663.705334162805,1
31080.75560742495,27.789179886074884,1,0.5058060114206191,30982.258962873708,30767.794357088813,1
31167.56924753719,23.15203214806632,2,-0.7997356152193285,31080.75560742495,30869.20275664347,1
